CustomerID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
1891-FZYSA,United States,California,Piercy,95587.0,"39.955587, -123.681175",39.955587,-123.681175
7613-LLQFO,United States,California,Amador City,95601.0,"38.431407, -120.8421",38.431407,-120.8421
2640-PMGFL,United States,California,West Sacramento,95605.0,"38.592745, -121.540036",38.592745,-121.540036
3801-HMYNL,United States,California,Brooks,95606.0,,38.809804,-122.241383
9685-WKZGT,United States,California,Carmichael,95608.0,"38.626128, -121.328011",38.626128,-121.328011
6022-UGGSO,United States,,Citrus Heights,95610.0,"38.69508, -121.271616",38.69508,-121.271616
4484-CGXFK,United States,California,El Dorado,,"38.63153, -120.842609",38.63153,-120.842609
6214-EDAKZ,United States,California,Elverta,95626.0,,38.734997,-121.463719
6127-ISGTU,United States,California,Garden Valley,95633.0,"38.852544, -120.837669",38.852544,-120.837669
8740-XLHDR,United States,,Greenwood,95635.0,"38.921333, -120.897718",38.921333,-120.897718
1208-DNHLN,United States,California,,95636.0,,38.636102,-120.522149
1761-AEZZR,United States,California,Guinda,95637.0,"38.830739, -122.196202",38.830739,-122.196202
3923-CSIHK,United States,California,Herald,95638.0,,38.313447,
7120-RFMVS,United States,California,Isleton,95641.0,"38.154823, -121.601358",38.154823,-121.601358
7317-GGVPB,United States,California,Lotus,95651.0,"38.815515, -120.916997",38.815515,-120.916997
1322-AGOQM,,California,,95655.0,"38.549822, -121.266725",38.549822,-121.266725
3677-IYRBF,United States,California,,95658.0,"38.883224, -121.15918",38.883224,
5692-FPTAH,United States,California,Nicolaus,95659.0,"38.788898, -121.608624",38.788898,-121.608624
1550-LOAHA,United States,California,Orangevale,95662.0,,38.689174,
0268-QKIWO,United States,California,,95664.0,"38.803731, -121.043799",38.803731,-121.043799
0876-WDUUZ,United States,,Pine Grove,,"38.400264, -120.641274",38.400264,
0617-FHSGK,United States,California,Rancho Cordova,95670.0,"38.602723, -121.279913",38.602723,-121.279913
,United States,California,Rio Oso,95674.0,"38.954144, -121.482536",38.954144,
8118-LSUEL,United States,California,Roseville,95678.0,"38.759751, -121.288545",,-121.288545
7005-CCBKV,United States,California,Thornton,95686.0,,38.157794,-121.520223
4250-FDVOU,United States,California,Woodland,,,38.71967,-121.862416
5277-ZLOOR,United States,California,Applegate,95703.0,,,-120.988814
2141-RRYGO,United States,California,Camino,95709.0,"38.748316, -120.675512",38.748316,-120.675512
,United States,California,Dutch Flat,95714.0,,39.197215,-120.83679
5052-PNLOS,United States,California,Echo Lake,95721.0,"38.851842, -120.076204",38.851842,-120.076204
6979-ZNSFF,United States,,Pollock Pines,95726.0,"38.733908, -120.453416",38.733908,-120.453416
,United States,California,Weimar,95736.0,"39.00978, -120.978273",39.00978,
6032-IGALN,United States,California,Granite Bay,95746.0,,38.749466,-121.184196
4248-HCETZ,United States,California,Sacramento,95814.0,"38.584505, -121.491956",38.584505,-121.491956
0516-WJVXC,United States,California,Sacramento,95818.0,,,-121.495817
9174-FKWZE,United States,California,Sacramento,95819.0,,38.567594,-121.437507
8809-RIHDD,United States,California,Sacramento,95827.0,"38.549185, -121.328386",38.549185,-121.328386
4822-NGOCH,United States,California,Sacramento,95831.0,,38.494832,-121.529447
5307-DZCVC,United States,California,Sacramento,95835.0,"38.685069, -121.543709",38.685069,-121.543709
8679-JOEVF,United States,California,Sacramento,95838.0,"38.646096, -121.442433",38.646096,
1432-FPAXX,United States,California,Beale Afb,95903.0,"39.125311, -121.392283",,-121.392283
4803-AXVYP,United States,California,Butte City,95920.0,,39.449794,
3884-HCSWG,United States,California,,95922.0,"39.432127, -121.099287",39.432127,-121.099287
5077-DXTCG,United States,California,Challenge,95925.0,,39.461768,-121.195825
1142-WACZW,,California,Chico,95926.0,"39.745712, -121.84333",39.745712,-121.84333
5649-ANRML,United States,California,Clipper Mills,,"39.562239, -121.14836",39.562239,-121.14836
4892-VLANZ,United States,California,Colusa,95932.0,"39.273096, -122.050763",39.273096,
2919-HBCJO,,California,Downieville,95936.0,"39.578792, -120.780786",39.578792,-120.780786
4236-XPXAV,United States,California,Dunnigan,95937.0,"38.931425, -121.946081",38.931425,-121.946081
3030-YZADT,United States,California,Grass Valley,95949.0,"39.099204, -121.137962",39.099204,-121.137962
,United States,,Grimes,95950.0,,,-121.895718
8393-DLHGA,United States,California,Palermo,95968.0,"39.435756, -121.552071",39.435756,
7395-IGJOS,United States,California,Quincy,95971.0,,39.971228,-121.041166
2834-SPCJV,United States,California,Rough And Ready,95975.0,"39.225634, -121.156163",39.225634,-121.156163
,United States,California,Sutter,95982.0,,39.172777,-121.805845
,United States,California,Twain,95984.0,"40.022184, -121.062384",40.022184,
,United States,California,Willows,95988.0,,39.493991,-122.286363
6397-JNZZG,United States,California,Adin,96006.0,"41.171578, -120.913161",41.171578,-120.913161
3523-QRQLL,United States,California,Bieber,96009.0,"41.083464, -121.107929",41.083464,-121.107929
,United States,California,Burney,96013.0,"40.946785, -121.719489",40.946785,-121.719489
8149-RSOUN,United States,California,Dorris,96023.0,"41.949216, -122.050062",41.949216,-122.050062
,United States,California,Fort Jones,96032.0,,41.5837,-122.935922
4013-UBXWQ,United States,California,Hayfork,96041.0,"40.547857, -123.187265",40.547857,-123.187265
5519-NPHVG,,California,Klamath River,96050.0,"41.816595, -122.948287",41.816595,-122.948287
8849-GYOKR,United States,California,Mineral,96063.0,"40.408796, -121.579609",40.408796,
,United States,California,Montague,,"41.759864, -122.379175",41.759864,-122.379175
,United States,California,Oak Run,96069.0,"40.689243, -122.037023",,-122.037023
8806-EAGWC,United States,California,Old Station,,"40.656287, -121.428965",40.656287,-121.428965
7779-LGOVN,United States,California,Paskenta,96074.0,"39.884395, -122.587513",,-122.587513
9710-ZUSHQ,United States,California,Red Bluff,,"40.186772, -122.388361",40.186772,
4183-WCSEP,United States,California,Weaverville,96093.0,"40.759401, -122.939337",40.759401,-122.939337
5498-TXHLF,United States,California,,96096.0,"40.637105, -121.906949",40.637105,-121.906949
,United States,California,Blairsden Graeagle,96103.0,"39.783747, -120.661032",39.783747,-120.661032
3902-FOIGH,United States,,Doyle,96109.0,"40.012675, -120.101857",40.012675,-120.101857
6772-KSATR,United States,California,Eagleville,96110.0,"41.280341, -120.150381",,-120.150381
7112-OPOTK,United States,California,Fort Bidwell,96112.0,"41.932207, -120.135941",41.932207,-120.135941
4210-QFJMF,,California,Lake City,96115.0,"41.729079, -120.225025",41.729079,-120.225025
3318-OSATS,United States,California,Sierra City,96125.0,,39.600599,
5828-AVIPD,,California,Sierraville,96126.0,,39.559709,-120.345639
1086-LXKFY,,California,Westwood,96137.0,"40.271535, -121.018087",40.271535,
2636-ALXXZ,United States,California,Tahoe Vista,96148.0,"39.24124, -120.054765",39.24124,-120.054765
,United States,California,South Lake Tahoe,,"38.911577, -120.106169",,-120.106169
7786-WBJYI,United States,California,Truckee,,"39.342498, -120.247127",39.342498,-120.247127
9885-CSMWE,United States,California,Los Angeles,90007.0,"34.027337, -118.28515",34.027337,-118.28515
5016-ETTFF,United States,California,Los Angeles,90016.0,"34.028331, -118.354338",34.028331,
3866-MDTUB,United States,California,Los Angeles,90017.0,"34.052842, -118.264495",34.052842,-118.264495
,United States,California,Los Angeles,90020.0,"34.066367, -118.309868",34.066367,-118.309868
0697-ZMSWS,United States,California,Los Angeles,90023.0,,,-118.200577
7657-DYEPJ,United States,California,Los Angeles,90024.0,,34.066303,-118.435479
8276-MQBYC,United States,California,Los Angeles,,,,-118.326843
7593-XFKDI,United States,California,Los Angeles,90031.0,"34.085807, -118.206617",34.085807,-118.206617
0337-CNPZE,United States,California,Los Angeles,90033.0,,34.050198,-118.210946
1513-XNPPH,United States,,Los Angeles,,"34.002642, -118.287596",34.002642,-118.287596
6015-VVHHE,United States,California,Los Angeles,90039.0,,34.110845,
6347-DCUIK,United States,,Los Angeles,90043.0,,33.988543,-118.334081
0897-FEGMU,United States,California,Los Angeles,90048.0,"34.072945, -118.37267",34.072945,-118.37267
7663-RGWBC,United States,California,Los Angeles,,,34.091829,
1120-BMWUB,United States,California,Los Angeles,90056.0,"33.987945, -118.370442",33.987945,-118.370442
9124-LHCJQ,United States,California,,90057.0,"34.061918, -118.277939",34.061918,-118.277939
2235-ZGKPT,United States,California,Los Angeles,90062.0,"34.003553, -118.308933",34.003553,-118.308933
3891-PUQOD,United States,California,,90063.0,"34.044271, -118.185237",34.044271,-118.185237
,United States,California,Los Angeles,90066.0,"34.002028, -118.430656",34.002028,-118.430656
3658-KIBGF,United States,,Los Angeles,90068.0,"34.137411, -118.328915",34.137411,-118.328915
5519-YLDGW,United States,California,,90071.0,"34.052917, -118.255178",34.052917,-118.255178
4946-EDSEW,United States,California,Compton,90221.0,"33.885811, -118.206459",33.885811,-118.206459
2516-VQRRV,United States,California,Culver City,90230.0,"33.993991, -118.39704",33.993991,
7580-UGXNC,United States,California,Culver City,90232.0,"34.019323, -118.391902",34.019323,-118.391902
5178-LMXOP,United States,California,Gardena,90248.0,"33.876482, -118.284077",33.876482,-118.284077
8185-UPYBR,United States,California,Hermosa Beach,90254.0,"33.86532, -118.396336",33.86532,-118.396336
,United States,California,Huntington Park,90255.0,,33.97803,-118.217141
7526-BEZQB,,California,Lawndale,90260.0,"33.88856, -118.351813",33.88856,-118.351813
4951-UKAAQ,United States,California,Inglewood,90302.0,,33.975332,-118.355252
2108-YKQTY,United States,California,,90403.0,"34.031529, -118.491156",34.031529,-118.491156
4918-QLLIW,United States,,Santa Monica,90405.0,"34.005439, -118.477507",34.005439,-118.477507
7056-IMHCC,United States,California,Torrance,90501.0,"33.833699, -118.314387",33.833699,-118.314387
1625-JAIIY,United States,California,Torrance,90505.0,"33.807882, -118.347957",33.807882,-118.347957
2947-DOMLJ,United States,California,Buena Park,90621.0,"33.874224, -117.993368",33.874224,-117.993368
4112-LUEIZ,United States,California,La Palma,90623.0,"33.850504, -118.039892",33.850504,-118.039892
4510-HIMLV,United States,California,La Habra,90631.0,,33.940619,-117.9513
8749-JMNKX,United States,California,Montebello,90640.0,"34.015217, -118.109962",34.015217,-118.109962
2430-USGXP,United States,California,Santa Fe Springs,,,33.933565,-118.062611
5955-ERIHD,United States,California,Lakewood,90712.0,"33.840524, -118.148403",,-118.148403
0917-EZOLA,United States,California,Lakewood,90713.0,"33.847755, -118.112532",,-118.112532
5949-EBSQK,United States,California,Sunset Beach,,"33.719221, -118.073596",33.719221,
7274-RTAPZ,United States,,Long Beach,90804.0,"33.783047, -118.1486",33.783047,-118.1486
0311-UNPFF,United States,California,Long Beach,90807.0,"33.830099, -118.182239",33.830099,-118.182239
3834-XUIFC,United States,California,Long Beach,90814.0,"33.771612, -118.143866",33.771612,
8414-MYSHR,United States,California,Arcadia,91007.0,"34.128284, -118.047732",34.128284,-118.047732
7599-FKVXZ,United States,California,South Pasadena,,,34.110444,-118.156957
8229-TNIQA,,California,Pasadena,91105.0,"34.13946, -118.166649",34.13946,-118.166649
6221-AVQYL,,,Glendale,91203.0,"34.153338, -118.262974",34.153338,-118.262974
7743-EXURX,,California,Glendale,91208.0,"34.195386, -118.238508",34.195386,-118.238508
5569-KGJHX,United States,,Canoga Park,91303.0,"34.19829, -118.602203",34.19829,
4988-IQIGL,United States,California,Canoga Park,91304.0,"34.224377, -118.632656",34.224377,-118.632656
7730-IUTDZ,United States,California,,,,34.294142,-118.603883
0426-TIRNE,United States,California,,91316.0,"34.150354, -118.518292",34.150354,-118.518292
7587-RZNME,United States,California,Valencia,91355.0,"34.43987, -118.644609",,-118.644609
0748-RDGGM,United States,California,,91356.0,"34.157137, -118.548511",34.157137,-118.548511
4706-AXVKM,United States,,Stevenson Ranch,91381.0,"34.364153, -118.615583",34.364153,-118.615583
5889-JTMUL,United States,California,,91384.0,"34.506627, -118.699048",34.506627,-118.699048
9026-RNUJS,United States,California,Van Nuys,91401.0,"34.178483, -118.431791",34.178483,-118.431791
3746-EUBYR,United States,California,,91402.0,"34.223768, -118.445461",34.223768,
2332-EFBJY,United States,California,Sherman Oaks,,"34.147149, -118.463365",34.147149,-118.463365
9474-PHLYD,United States,California,Sherman Oaks,91423.0,,34.146957,-118.432138
2165-VOEGB,,California,Burbank,91501.0,,34.188339,-118.300942
2219-MVUSO,United States,California,North Hollywood,91601.0,"34.1692, -118.372498",34.1692,
,United States,California,Valley Village,91607.0,"34.165783, -118.399795",34.165783,
0963-ZBDRN,United States,California,Claremont,91711.0,"34.127621, -117.717863",34.127621,-117.717863
7594-RQHXR,United States,California,Covina,91722.0,"34.097345, -117.906736",34.097345,-117.906736
6331-EWIEB,United States,California,El Monte,91731.0,"34.079934, -118.046695",34.079934,
5998-VVEJY,United States,California,Glendora,91741.0,"34.14649, -117.849815",34.14649,-117.849815
1624-NALOJ,United States,California,La Puente,91744.0,,34.031441,-117.936436
,United States,,Rowland Heights,91748.0,"33.976753, -117.897367",33.976753,-117.897367
1670-SVOWZ,United States,California,,91752.0,,33.999992,-117.535395
,United States,California,Pomona,,"34.083086, -117.737997",34.083086,-117.737997
0260-ZDLGK,United States,California,San Dimas,,"34.102119, -117.815532",34.102119,
8722-NGNBH,United States,California,Walnut,91789.0,"34.018354, -117.85492",34.018354,-117.85492
6210-KBBPI,United States,California,West Covina,91790.0,,34.066964,-117.937007
0133-BMFZO,United States,,Alhambra,91803.0,"34.074736, -118.145959",34.074736,-118.145959
6128-CZOMY,United States,California,Alpine,91901.0,"32.827184, -116.703729",32.827184,
9540-JYROE,United States,California,Bonita,91902.0,"32.67117, -117.00232",32.67117,-117.00232
2260-USTRB,United States,California,Campo,91906.0,"32.673483, -116.472863",,-116.472863
3656-TKRVZ,United States,California,Chula Vista,91910.0,,32.636792,-117.054989
8623-TMRBY,,California,Chula Vista,91915.0,"32.605012, -116.97595",32.605012,
1501-SGHBW,United States,California,Guatay,91931.0,"32.857946, -116.561917",32.857946,
3208-YPIOE,United States,California,La Mesa,91942.0,"32.782501, -117.01611",32.782501,-117.01611
2612-RANWT,United States,California,Mount Laguna,91948.0,"32.830852, -116.444601",32.830852,-116.444601
6900-PXRMS,United States,California,Spring Valley,91978.0,"32.730264, -116.950963",32.730264,-116.950963
3346-BRMIS,,California,,92003.0,"33.290907, -117.202895",33.290907,-117.202895
2933-FILNV,United States,California,Carlsbad,92009.0,,33.098018,-117.258203
9986-BONCE,,California,,92028.0,"33.362575, -117.299644",33.362575,-117.299644
2722-JMONI,,California,Escondido,92029.0,"33.079834, -117.134275",33.079834,
,United States,California,Oceanside,92057.0,"33.254497, -117.285879",33.254497,-117.285879
7579-OOPEC,United States,California,Pala,92059.0,"33.384345, -117.072619",33.384345,-117.072619
1771-OADNZ,United States,California,Pauma Valley,92061.0,,33.313828,-116.940501
0612-RTZZA,United States,California,Vista,92084.0,"33.22784, -117.200024",,-117.200024
6410-LEFEN,United States,California,San Diego,92108.0,"32.774046, -117.142454",32.774046,-117.142454
3194-ORPIK,,California,San Diego,92113.0,"32.697098, -117.116587",32.697098,-117.116587
8816-VXNZD,United States,,Coronado,92118.0,"32.68674, -117.186612",32.68674,-117.186612
9378-FXTIZ,United States,California,San Diego,92119.0,"32.802959, -117.027095",32.802959,-117.027095
1723-HKXJQ,United States,California,San Diego,92120.0,"32.807867, -117.060993",32.807867,
7825-GKXMW,United States,California,San Diego,92121.0,,32.898613,-117.202937
1240-KNSEZ,United States,California,San Diego,92127.0,,,-117.118456
0836-SEYLU,United States,California,San Diego,92128.0,,,-117.072093
4433-JCGCG,United States,California,San Diego,92129.0,"32.961064, -117.134917",32.961064,-117.134917
,,California,San Diego,92130.0,"32.957195, -117.202542",32.957195,-117.202542
5899-MQZZL,United States,California,San Ysidro,92173.0,"32.555828, -117.040073",32.555828,-117.040073
6849-OYAMU,United States,California,Indio,92201.0,"33.713891, -116.237257",33.713891,-116.237257
9488-HGMJH,United States,California,,92210.0,"33.537646, -116.291089",33.537646,
6038-GCYEC,United States,California,Palm Desert,92211.0,,33.762759,-116.324817
1150-WFARN,,California,,92227.0,"33.03933, -115.191857",33.03933,-115.191857
3144-AUDBS,United States,California,Calexico,92231.0,"32.690654, -115.431225",32.690654,-115.431225
,,California,Desert Center,92239.0,"33.889605, -115.257009",33.889605,-115.257009
4818-QIUFN,United States,California,Desert Hot Springs,92241.0,"33.832799, -116.250973",33.832799,-116.250973
,United States,,,,"33.906496, -116.569499",33.906496,-116.569499
6688-UZPWD,United States,California,Palm Springs,92262.0,"33.839989, -116.659215",33.839989,-116.659215
2839-RFSQE,United States,California,Rancho Mirage,,"33.763678, -116.429928",33.763678,-116.429928
0968-GSIKN,United States,California,Thousand Palms,92276.0,"33.849263, -116.382778",,-116.382778
1965-DDBWU,United States,California,Twentynine Palms,92277.0,"34.17211, -115.769773",34.17211,-115.769773
9057-SIHCH,United States,California,Twentynine Palms,92278.0,,34.457829,-116.139589
,United States,California,White Water,,"33.972293, -116.654195",,-116.654195
8601-QACRS,United States,,,92307.0,"34.55082, -117.122396",34.55082,
2391-SOORI,,,Big Bear City,92314.0,"34.278967, -116.773825",34.278967,-116.773825
2645-QTLMB,United States,California,Bloomington,92316.0,,,-117.39104
4806-HIPDW,United States,California,Calimesa,92320.0,"33.982787, -117.057627",33.982787,
4424-TKOPW,,California,Crestline,92325.0,"34.248061, -117.29028",34.248061,-117.29028
8443-ZRDBZ,United States,California,Fontana,92336.0,"34.136367, -117.460803",34.136367,-117.460803
9136-ALYBR,United States,California,Fontana,92337.0,,34.049671,-117.468896
7479-NITWS,United States,California,Green Valley Lake,92341.0,"34.244411, -117.072654",34.244411,-117.072654
2959-MJHIC,United States,California,Hinkley,92347.0,,34.983808,-117.239306
,United States,California,Lucerne Valley,92356.0,"34.508417, -116.856103",34.508417,-116.856103
5960-WPXQM,United States,California,Newberry Springs,92365.0,,34.89326,-116.505958
0684-AOSIH,United States,California,,92368.0,"34.647959, -117.296957",,
,United States,California,Phelan,92371.0,"34.441123, -117.537886",34.441123,-117.537886
1866-RZZQS,United States,California,Redlands,92373.0,"34.003243, -117.138286",,-117.138286
,United States,California,Running Springs,92382.0,"34.186211, -117.07683",34.186211,-117.07683
4958-XCBDQ,United States,California,Victorville,92394.0,"34.567058, -117.362329",34.567058,-117.362329
8337-UPOAQ,United States,California,Wrightwood,92397.0,"34.358321, -117.618263",34.358321,-117.618263
1725-IQNIY,United States,California,,92401.0,"34.105935, -117.2914",34.105935,-117.2914
,,,San Bernardino,92405.0,"34.142747, -117.300864",34.142747,-117.300864
6712-OAWRH,United States,California,San Bernardino,92408.0,"34.084909, -117.258107",34.084909,-117.258107
8614-VGMMV,United States,California,Riverside,92503.0,,33.890046,
2930-UOTMB,United States,California,Riverside,92506.0,,33.930931,-117.361788
5914-DVBWJ,United States,California,Riverside,92508.0,"33.885499, -117.324959",33.885499,-117.324959
2533-QVMSK,United States,California,March Air Reserve Base,92518.0,"33.888323, -117.277533",33.888323,
8644-XLFBW,United States,California,Lake Elsinore,92532.0,"33.705836, -117.318204",33.705836,-117.318204
,United States,California,Anza,,"33.527605, -116.666551",33.527605,
9306-CPCBC,,,Moreno Valley,92555.0,"33.907361, -117.109972",33.907361,-117.109972
1833-VGRUM,United States,California,,92570.0,"33.787298, -117.320676",33.787298,-117.320676
8374-XGEJJ,United States,California,Temecula,92590.0,"33.475493, -117.219551",33.475493,-117.219551
2656-TABEH,United States,California,Temecula,92591.0,"33.540604, -117.10909",33.540604,-117.10909
6946-LMSQS,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473
2325-ZUSFD,United States,California,Irvine,92602.0,"33.720359, -117.733655",33.720359,-117.733655
3932-CMDTD,United States,California,,92610.0,"33.698728, -117.67768",33.698728,
4039-HEUNW,,California,Irvine,92620.0,"33.716136, -117.752574",33.716136,-117.752574
0812-WUPTB,United States,California,Corona Del Mar,92625.0,"33.600987, -117.862734",33.600987,-117.862734
3594-UVONA,United States,California,,92626.0,"33.678591, -117.905471",33.678591,-117.905471
,United States,California,Costa Mesa,,"33.645672, -117.922613",33.645672,-117.922613
5089-IFSDP,,California,Huntington Beach,92647.0,"33.723579, -118.005441",33.723579,-118.005441
4817-VYYWS,United States,California,Silverado,92676.0,"33.782346, -117.635263",33.782346,-117.635263
1396-QWFBJ,United States,California,Rancho Santa Margarita,92688.0,"33.624654, -117.611733",,-117.611733
5299-SJCZT,United States,,,92694.0,"33.569186, -117.640055",,-117.640055
2403-BCASL,United States,California,Santa Ana,92705.0,,33.766004,-117.786763
2898-LSJGD,United States,California,Santa Ana,92707.0,"33.714829, -117.872941",33.714829,-117.872941
,United States,California,Tustin,92780.0,"33.735802, -117.818805",33.735802,-117.818805
4503-BDXBD,,California,Anaheim,92808.0,"33.850452, -117.726668",33.850452,
,United States,California,,92821.0,"33.930199, -117.862898",33.930199,-117.862898
3886-CERTZ,United States,California,Fullerton,,"33.879983, -117.895482",33.879983,-117.895482
5759-RCVCB,,California,Orange,,"33.792791, -117.789749",33.792791,-117.789749
6372-RFVNS,United States,California,Placentia,92870.0,,33.881158,-117.854783
8938-UMKPI,United States,California,Corona,,"33.819385, -117.600213",33.819385,
0991-BRRFB,United States,California,Corona,92883.0,"33.762351, -117.488725",33.762351,-117.488725
3871-IKPYH,,,Camarillo,93010.0,,34.227846,-119.079903
6319-IEJWJ,,California,Camarillo,93012.0,"34.205504, -118.993111",34.205504,-118.993111
9025-AOMKI,United States,California,Carpinteria,93013.0,"34.441398, -119.513163",34.441398,-119.513163
5275-SQEIZ,United States,California,,93023.0,,34.581308,
7716-YTYHG,,California,Oxnard,93030.0,"34.223244, -119.18012",34.223244,-119.18012
4390-KYULV,,California,,93040.0,"34.432843, -118.730106",34.432843,-118.730106
1304-NECVQ,United States,California,Somis,93066.0,"34.297628, -119.014627",34.297628,-119.014627
8945-GRKHX,,California,Santa Barbara,93110.0,"34.437945, -119.77191",,-119.77191
6959-UWKHF,United States,California,Alpaugh,93201.0,"35.869626, -119.498771",35.869626,
3815-SLMEF,United States,California,Avenal,93204.0,,35.916943,-120.129921
5154-VEKBL,United States,California,Bodfish,93205.0,"35.523991, -118.400432",35.523991,-118.400432
5655-JSMZM,United States,,Coalinga,93210.0,"36.186867, -120.387793",36.186867,-120.387793
4505-EXZHB,United States,California,,93218.0,,,-119.004073
4587-VVTOX,United States,California,Frazier Park,93222.0,"34.907911, -119.234281",34.907911,-119.234281
4652-NNHNY,United States,California,Fellows,93224.0,,35.215731,-119.57013
8972-HJWNV,United States,California,,93234.0,"36.217864, -120.080117",36.217864,-120.080117
8515-OCTJS,United States,California,Lemoore,93245.0,"36.303666, -119.825657",36.303666,-119.825657
2860-RANUS,United States,California,Mc Kittrick,93251.0,"35.38381, -119.730885",35.38381,
5261-QSHQM,United States,California,Maricopa,93252.0,,34.737031,-119.460557
8868-WOZGU,,California,Porterville,93257.0,"36.008958, -118.891593",36.008958,-118.891593
1334-FJSVR,United States,California,Sequoia National Park,,"36.527243, -118.594938",36.527243,-118.594938
7625-XCQRH,United States,California,Strathmore,93267.0,"36.141319, -119.129075",36.141319,-119.129075
1731-TVIUK,United States,California,Tipton,93272.0,"36.047414, -119.344304",36.047414,-119.344304
0406-BPDVR,United States,California,Visalia,93277.0,"36.303793, -119.375646",36.303793,
0618-XWMSS,United States,,Wasco,93280.0,"35.652242, -119.4464",35.652242,-119.4464
5276-KQWHG,United States,California,Woody,93287.0,"35.710244, -118.881679",35.710244,-118.881679
2565-JSLRY,United States,California,Bakersfield,93306.0,"35.449881, -118.841442",35.449881,-118.841442
6689-KXGBO,United States,,San Luis Obispo,93401.0,,35.233745,-120.626442
6615-NGGZJ,United States,California,Buellton,,"34.631362, -120.238218",34.631362,-120.238218
4255-DDUOU,United States,California,Casmalia,93429.0,"34.866032, -120.536546",,-120.536546
2984-MIIZL,United States,California,Guadalupe,93434.0,"34.936, -120.594655",34.936,
5590-YRFJT,United States,California,Lompoc,93437.0,"34.757477, -120.550507",34.757477,-120.550507
,United States,California,Templeton,,"35.536115, -120.739231",35.536115,-120.739231
9667-EQRXU,United States,California,Boron,,,34.95703,-117.73045
3329-WDIOK,United States,California,,93523.0,"34.966777, -117.961179",34.966777,-117.961179
2873-ZLIWT,United States,California,Inyokern,93527.0,"36.041315, -118.188235",36.041315,-118.188235
,United States,California,Johannesburg,93528.0,,35.363339,-117.637641
1915-IOFGU,United States,California,,,,35.214982,-118.59049
3045-XETSH,United States,California,Lake Hughes,93532.0,"34.659579, -118.584212",34.659579,-118.584212
7239-HZZCX,United States,California,Lancaster,93535.0,"34.712708, -117.889656",34.712708,
7683-CBDKJ,United States,California,Palmdale,93550.0,"34.536232, -118.082935",34.536232,-118.082935
0946-CLJTI,United States,California,Palmdale,93551.0,"34.613476, -118.256358",34.613476,-118.256358
0628-CNQRM,United States,California,Ridgecrest,93555.0,,35.603913,-117.67828
7665-TOALD,United States,California,,93562.0,"35.74837, -117.384948",35.74837,-117.384948
0112-QWPNC,United States,California,Valyermo,93563.0,"34.39583, -117.734568",34.39583,-117.734568
,United States,California,Palmdale,93591.0,"34.598221, -117.79593",34.598221,-117.79593
2777-PHDEI,United States,California,Ahwahnee,,"37.375816, -119.739935",,-119.739935
1196-AMORA,United States,California,Big Creek,93605.0,,37.17277,-119.2997
4282-YMKNA,United States,,Biola,93606.0,"36.798882, -120.019511",36.798882,-120.019511
5356-RHIPP,United States,California,Dinuba,93618.0,"36.523619, -119.386868",36.523619,-119.386868
9189-JWSHV,United States,California,Helm,93627.0,"36.520537, -120.118055",36.520537,-120.118055
0746-JTRFU,United States,California,Kingsburg,93631.0,"36.478239, -119.52137",36.478239,-119.52137
0576-WNXXC,United States,California,Parlier,93648.0,"36.622237, -119.521126",36.622237,-119.521126
4628-CTTLA,United States,California,Sanger,93657.0,"36.819628, -119.440414",36.819628,-119.440414
2876-VBBBL,United States,California,,93664.0,"37.223, -119.001021",37.223,-119.001021
6834-NXDCA,,California,South Dos Palos,93665.0,"36.959731, -120.653519",36.959731,
5597-GLBUC,,California,Squaw Valley,93675.0,"36.719141, -119.202677",36.719141,-119.202677
2748-MYRVK,United States,California,,93702.0,,36.739385,-119.753649
4822-YCXMX,United States,California,Fresno,93705.0,,36.78724,-119.827813
9821-POOTN,United States,California,Fresno,93711.0,"36.833002, -119.82947",,
6559-ILWKJ,United States,California,Fresno,93722.0,"36.78979, -119.929894",36.78979,-119.929894
4229-CZMLL,United States,California,Salinas,93901.0,"36.64152, -121.622188",36.64152,-121.622188
,United States,,Marina,93933.0,"36.689582, -121.758398",36.689582,-121.758398
,United States,California,Pacific Grove,93950.0,"36.618337, -121.926417",,-121.926417
3285-UCQVC,,California,Seaside,93955.0,"36.625114, -121.823565",,-121.823565
,United States,California,Daly City,94014.0,"37.691561, -122.445202",37.691561,-122.445202
4902-OHLSK,United States,California,Half Moon Bay,94019.0,"37.45567, -122.407992",37.45567,-122.407992
0495-ZBNGW,United States,California,Loma Mar,94021.0,"37.266388, -122.26308",37.266388,-122.26308
2357-COQEK,United States,California,Atherton,94027.0,,37.454924,-122.203168
3737-GCSPV,United States,California,Millbrae,,,37.601248,-122.403099
4088-YLDSU,United States,California,Redwood City,94062.0,"37.410567, -122.297152",37.410567,-122.297152
2034-CGRHZ,United States,California,San Francisco,94104.0,"37.791222, -122.402241",,-122.402241
5797-APWZC,United States,California,San Francisco,94105.0,,37.789168,
3683-QKIUE,United States,California,San Francisco,94107.0,"37.768881, -122.395521",37.768881,-122.395521
,United States,California,San Francisco,94108.0,"37.791998, -122.408653",37.791998,-122.408653
3519-ZKXGG,United States,California,San Francisco,94123.0,"37.800254, -122.436975",37.800254,-122.436975
,,California,San Francisco,94127.0,"37.736535, -122.45732",37.736535,-122.45732
5108-ADXWO,United States,,San Francisco,94130.0,"37.820894, -122.369725",,-122.369725
