Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4883,pub.1014800790,10.1016/j.ijrobp.2015.07.2287,26530752,,Cardiac Function After Multimodal Breast Cancer Therapy Assessed With Functional Magnetic Resonance Imaging and Echocardiography Imaging,""PURPOSE: Breast intensity modulated radiation therapy (IMRT) reduces high-dose heart volumes but increases low-dose volumes. We prospectively assessed heart changes after 3D conformal RT (3DCRT) and IMRT for left-sided breast cancer. Heart dose was analyzed individually, 3DCRT patients were moderately exposed, and IMRT was performed only in patients with unacceptably high heart doses upon 3DCRT planning.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS AND MATERIALS: In 49 patients (38 patients received 3DCRT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Mean heart dose for IMRT was 12.9 ± 3.9 Gy versus 4.5 ± 2.4 Gy for 3DCRT. Heart volumes receiving >40 Gy were 2.6% (3DCRT) versus 1.3% (IMRT);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSIONS: Until 24 months after risk-adapted modern multimodal adjuvant therapy, only subclinical cardiac changes were observed in both 3DCRT patients with inclusion of small to moderate amounts of heart volume in RT tangents and in the patients treated with IMRT and reduced high-dose heart exposure."",,,International Journal of Radiation Oncology • Biology • Physics,,,""Adult";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4880,pub.1047825539,10.1093/eurheartj/ehw022,26903532,PMC4887703,""Prevention of cardiac dysfunction during adjuvant breast cancer therapy (PRADA): a 2 × 2 factorial, randomized, placebo-controlled, double-blind clinical trial of candesartan and metoprolol"",""AIMS: Contemporary adjuvant treatment for early breast cancer is associated with improved survival but at the cost of increased risk of cardiotoxicity and cardiac dysfunction. We tested the hypothesis that concomitant therapy with the angiotensin receptor blocker candesartan or the β-blocker metoprolol will alleviate the decline in left ventricular ejection fraction (LVEF) associated with adjuvant, anthracycline-containing regimens with or without trastuzumab and radiation.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS AND RESULTS: In a 2 × 2 factorial, randomized, placebo-controlled, double-blind trial, we assigned 130 adult women with early breast cancer and no serious co-morbidity to the angiotensin receptor blocker candesartan cilexetil, the β-blocker metoprolol succinate, or matching placebos in parallel with adjuvant anticancer therapy. The primary outcome measure was change in LVEF by cardiac magnetic resonance imaging. A priori, a change of 5 percentage points was considered clinically important. There was no interaction between candesartan and metoprolol treatments (P = 0.530). The overall decline in LVEF was 2.6 (95% CI 1.5, 3.8) percentage points in the placebo group and 0.8 (95% CI -0.4, 1.9) in the candesartan group in the intention-to-treat analysis (P-value for between-group difference: 0.026). No effect of metoprolol on the overall decline in LVEF was observed.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSION: In patients treated for early breast cancer with adjuvant anthracycline-containing regimens with or without trastuzumab and radiation, concomitant treatment with candesartan provides protection against early decline in global left ventricular function."",""This work was supported by the University of Oslo, The Extra Foundation for Health and Rehabilitation, The Norwegian Cancer Society, Akershus University Hospital, Abbott Diagnostics, and AstraZeneca. Study medications and matching placebos were provided free of charge by AstraZeneca (Mölndal, Sweden). Reagents for the analysis of high-sensitivity cardiac troponin I were provided free of charge by Abbott Diagnostics (Abbott Park, IL, USA). The funders of the study played no role in study design, data collection, data analysis, data interpretation, or writing of the report. The corresponding author had full access to all data in the study and had final responsibility for the decision to submit for publication. Funding to pay the Open Access publication charges for this article was provided by the University of Oslo. We gratefully acknowledge the important work of the Data and Safety Monitoring Board. We are indebted to the staff of the Clinical Research Unit, Division of Medicine, Akershus University Hospital for skilful assistance with all aspects of the trial execution, and would particularly thank Annika Lorentzen, Vigdis Bakkelund, Marit Holmefjord Pedersen, and Mohammad Osman Pervez for their contributions. We also thank the radiographer staff at the cardiac MRI unit of the Department of Radiology at Akershus University Hospital. The expert assistance of Dominic Anthony Hoff, Senior Adviser, Department for Research Administration &amp";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4841,pub.1140616785,10.1038/s41598-021-96630-y,34429493,PMC8385101,Cardiac magnetic resonance assessment of right ventricular remodeling after anthracycline therapy,""There are limited data on the effects of anthracyclines on right ventricular (RV) structure, function, and tissue characteristics. The goal of this study was to investigate the effects of anthracyclines on the RV using cardiac magnetic resonance (CMR). This was a post-hoc analysis of a prospective study of 27 breast cancer (BC) patients (51.8 ± 8.9 years) using CMR prior, and up to 3-times after anthracyclines (240 mg/m2) to measure RV volumes and mass, RV extracellular volume (ECV) and cardiomyocyte mass (CM). Before anthracyclines, LVEF (69.4 ± 3.6%) and RVEF (55.6 ± 9%) were normal. The median follow-up after anthracyclines was 399 days (IQR 310–517). The RVEF reached its nadir (46.3 ± 6.8%) after 9-months (P < 0.001). RV mass-index and RV CM decreased to 13 ± 2.8 g/m2 and 8.13 ± 2 g/m2, respectively, at 16-months after anthracyclines. The RV ECV expanded from 0.26 ± 0.07 by 0.14 (53%) to 0.40 ± 0.1 (P < 0.001). The RV ECV expansion correlated with a decrease in RV mass-index (r = −0.46";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4791,pub.1123544992,10.1016/j.yjmcc.2019.12.007,31866378,,Atorvastatin protects cardiomyocyte from doxorubicin toxicity by modulating survivin expression through FOXO1 inhibition,""BACKGROUND: Survivin has an anti-apoptotic effect against anthracycline-induced cardiotoxicity. Clinically, statin use is associated with a lower risk for heart failure in breast cancer patients with anthracycline chemotherapy. So, the purpose of our study was to investigate whether survivin mediates the protective effect of statin against anthracycline-induced cardiotoxicity.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: Mice were treated once a week with 5 mg/kg doxorubicin for 4 weeks with or without atorvastatin 20 mg/kg every day then heart tissues were analyzed. Molecular and cellular biology analyses were performed with H9c2 cell lysates.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Doxorubicin suppressed survivin expression via activation of FOXO1 in H9c2 cardiomyocytes. Whereas, atorvastatin inhibited FOXO1 by increasing phosphorylation and inhibiting nuclear localization. Doxorubicin induced FOXO1 binding to STAT3 and prevented STAT3 from interacting with Sp1. However, atorvastatin inhibited these interactions and stabilized STAT3/Sp1 transcription complex. Chromatin immunoprecipitation analysis demonstrated that doxorubicin decreased STAT3/Sp1 complex binding to survivin promoter, whereas atorvastatin stabilized this binding. In mouse model, atorvastatin rescued doxorubicin-induced reduction of survivin expression and of heart function measured by cardiac magnetic resonance imaging.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSIONS: Our study suggested a new pathophysiologic mechanism that survivin mediated protective effect of atorvastatin against doxorubicin-induced cardiotoxicity via FOXO1/STAT3/Sp1 transcriptional network."",""This research was supported by Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education (NRF-2014R1A2A1A11052412, NRF-2017R1A2B4011510). This research was supported by a grant of the Korean Health Technology RD Project through the Korea Health Industry Development Institute (KHIDI), funded by the Ministry of Health Welfare, Republic of Korea (grant number: HI15C3162). The authors thank MID (Medical Illustration Design), a part of the Medical Research Support Services of Yonsei University College of Medicine, for all artistic support related to this work. The authors thank Dr. Eui-Young Choi for his help with cardiac MRI analysis. The authors appreciate the helpful feedback from Dr. Tae-Gyun Kim Dr. Seung-Hyun Lee."",,Journal of Molecular and Cellular Cardiology,,,""Animals";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4775,pub.1013767541,10.1016/j.ejca.2015.08.011,26321502,,""Cardiac assessment of early breast cancer patients 18years after treatment with cyclophosphamide-, methotrexate-, fluorouracil- or epirubicin-based chemotherapy"",""BACKGROUND: Epirubicin-based chemotherapy improves the outcome of early breast cancer (BC) patients. However, cardiotoxicity remains an important side effect.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: We re-consented node-positive BC patients enrolled in a phase III trial between 1988 and 1996 which compared six cycles of oral cyclophosphamide, methotrexate, fluorouracil (CMF) versus two epirubicin-cyclophosphamide regimens differing by the anthracycline cumulative dose [standard-dose epirubicin and cyclophosphamide (SDE) (8 × 60 mg/m(2)) and higher-dose epirubicin and cyclophosphamide (HDE) (8 × 100 mg/m(2))]. Eligible patients were those who were alive and free of disease and had no contra-indications to the proposed tests (cardiac evaluation). Cardiotoxicity was defined as asymptomatic systolic dysfunction (left ventricular ejection fraction (LVEF)< 50%, New York Heart Association (NYHA) Class I) or symptomatic heart failure (NYHA Class II-IV). Differences in cardiotoxicity between CMF and SDE/HDE were assessed using chi-square and Fisher Exact tests for binary variables and t-test and Wilcoxon test for continuous variables.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Among the 777 patients, 20 cases of CHF were reported (CMF = 1, SDE = 5, HDE = 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSIONS: Participation rate in this substudy was lower than expected highlighting the complexity of re-calling patients several years after the initial BC diagnosis. After 18 years, epirubicin-treated patients had a lower LVEF by MRI, more abnormal echocardiograms, higher heart rates compared to patients treated with CMF. However, no major delayed cardiotoxicity was observed."",""AcknowledgementsThis research has received grants from Les Amis de L’institut Bordet and la Fondation Contre le Cancer (2010-191), Brussels, Belgium. We would like to thank the patients participating in this sub-study for their availability and willingness to perform all exams.The authors thank Pharmacia (now Pfizer) for the research grant given to the Institut Jules Bordet for the conduct of the original trial (1988–1996)."",,European Journal of Cancer,,,""Adult";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4765,pub.1117128006,10.1007/s10554-019-01648-z,31197526,,Assessment of left ventricular function by CMR versus MUGA scans in breast cancer patients receiving trastuzumab: a prospective observational study,""Little is known about the comparison of multiple-gated acquisition (MUGA) scanning with cardiovascular magnetic resonance (CMR) for serial monitoring of HER2+ breast cancer patients receiving trastuzumab. The association of cardiac biomarkers with CMR left ventricular (LV) function and volume is also not well studied. Our objectives were to compare CMR and MUGA for left ventricular ejection fraction (LVEF) assessment, and to examine the association between changes in brain natriuretic peptide (NT-BNP) and troponin-I and changes in CMR LV function and volume. This prospective longitudinal two-centre cohort study recruited HER2+ breast cancer patients between January 2010 and December 2013. MUGA, CMR, NT-BNP and troponin-I were performed at baseline, 6, 12, and 18 months after trastuzumab initiation. In total, 41 patients (age 51.7 ± 10.8 years) were enrolled. LVEF comparison between MUGA and CMR demonstrated weak agreement (Lin’s correlation coefficient r = 0.46, baseline";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4731,pub.1129357934,10.1186/s12885-020-07123-6,32664946,PMC7362469,Exercise as a diagnostic and therapeutic tool for preventing cardiovascular morbidity in breast cancer patients– the BReast cancer EXercise InTervention (BREXIT) trial protocol,""BackgroundAnthracycline chemotherapy (AC) is an efficacious (neo) adjuvant treatment for early-stage breast cancer (BCa), but is associated with an increased risk of cardiac dysfunction and functional disability. Observations suggest that regular exercise may be a useful therapy for the prevention of cardiovascular morbidity but it is yet to be interrogated in a large randomised trial.The primary aims of this study are to: 1) determine if 12-months of ET commenced at the onset of AC can reduce the proportion of BCa patients with functional disability (peak VO2, < 18 ml/kg/min), and 2) compare current standard-of-care for detecting cardiac dysfunction (resting left-ventricular ejection fraction assessed from 3-dimensional echocardiography) to measures of cardiac reserve (peak exercise cardiac output assessed from exercise cardiac magnetic resonance imaging) for predicting the development of functional disability 12-months following AC. Secondary aims are to assess the effects of ET on VO2peak, left ventricular morphology, vascular stiffness, cardiac biomarkers, body composition, bone mineral density, muscle strength, physical function, habitual physical activity, cognitive function, and multidimensional quality of life.MethodsOne hundred women with early-stage BCa (40–75 years) scheduled for AC will be randomized to 12-months of structured exercise training (n = 50) or a usual care control group (n = 50). Participants will be assessed at baseline, 4-weeks following completion of AC (4-months) and at 12-months for all measures.DiscussionWomen diagnosed with early-stage BCa have increased cardiac mortality. More sensitive strategies for diagnosing and preventing AC-induced cardiovascular impairment are critical for reducing cardiovascular morbidity and improving long-term health outcomes in BCa survivors.Trial registrationAustralia & New Zealand Clinical Trials Registry (ANZCTR), ID: 12617001408370. Registered on 5th of October 2017."",""We thank YMCA Victoria, Fitness First, Goodlife Health Clubs and the Peninsula Aquatic and Research Centre for their in-kind support of the study. We also thank the Deakin University Master of Clinical Exercise Physiology program for their assistance in delivering the exercise intervention."",""The study is funded by a project grant from the World Health Organization’s World Cancer Research Fund (Reference number: IIG_2019_1948). Andre La Gerche and Erin Howden are supported by Australian National Heart Foundation Future Leader Fellowships (Fellowship IDs 102021 and 102536 respectively). Stephen Foulkes is supported by an Australian Government Research Training Program Scholarship (RTP 4635089552). YMCA Victoria, Fitness First, Goodlife Health Clubs and the Peninsula Aquatic and Recreation Centre have provided ‘in-kind’ support for the project in the form of complimentary gym memberships. These sponsors will have no role in study design, data collection, data interpretation, or publication of results related to this project."",BMC Cancer,,,Adult";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4730,pub.1121838086,10.1259/bjr.20190289,31617732,PMC6948091,Fully automated and comprehensive MRI-based left-ventricular contractility analysis in post-chemotherapy breast cancer patients,""OBJECTIVE: This study investigated the occurrence of cardiotoxicity-related left-ventricular (LV) contractile dysfunction in breast cancer patients following treatment with antineoplastic chemotherapy agents.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: A validated and automated MRI-based LV contractility analysis tool consisting of quantization-based boundary detection, unwrapping of image phases and the meshfree Radial Point Interpolation Method was used toward measuring LV chamber quantifications (LVCQ), three-dimensional strains and torsions in patients and healthy subjects. Data were acquired with the Displacement Encoding with Stimulated Echoes (DENSE) sequence on 21 female patients and 21 age-matched healthy females. Estimates of patient LVCQs from DENSE acquisitions were validated in comparison to similar steady-state free precession measurements and their strain results validated via Bland-Altman interobserver agreements. The occurrence of LV abnormalities was investigated via significant differences in contractility measurements (LVCQs, strains and torsions) between patients and healthy subjects.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Repeated measures analysis showed similarities between LVCQ measurements from DENSE and steady-state free precession, including cardiac output (4.7 ± 0.4 L, 4.6 ± 0.4 L, p = 0.8), and LV ejection fractions (59±6%, 58±5%, p = 0.2). Differences found between patients and healthy subjects included enlarged basal diameter (5.0 ± 0.5 cm vs 4.4 ± 0.5 cm, p < 0.01), apical torsion (6.0 ± 1.1° vs 9.7 ± 1.4°, p < 0.001) and global longitudinal strain (-0.15 ± 0.02 vs. -0.21 ± 0.04, p < 0.001), but not LV ejection fraction (59±6% vs. 63±6%, p = 0.1).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONCLUSION: The results from the statistical analysis reveal the possibility of LV abnormalities in the post-chemotherapy patients via enlarged basal diameter and reduced longitudinal strain and torsion, in comparison to healthy subjects.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ADVANCES IN KNOWLEDGE: This study shows that subclinical LV abnormalities in post-chemotherapy breast cancer patients can be detected with an automated technique for the comprehensive analysis of contractile parameters."",,,British Journal of Radiology,,,""Algorithms";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4675,pub.1039270180,10.1016/j.pcad.2014.05.002,25081398,,Cardio-Oncology: Role of Echocardiography,""Current therapies for cancer have improved life expectancy of patients. Breast cancer and lymphoma survivors in up to 26% of cases can develop complications as a consequence of the chemotherapeutic and radiotherapeutic treatments. Echocardiography is a noninvasive method that can in all stages of cancer treatment perform a comprehensive evaluation and detect coronary, myocardial, valve and pericardial disease complications secondary to the therapeutic regimen used (radiotherapy and/or chemotherapy). Three-dimensional echocardiography derived left ventricular ejection fraction (LVEF) has an excellent correlation with cardiac magnetic resonance imaging and can be used to monitor LVEF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4306,pub.1003043896,10.11909/j.issn.1671-5411.2016.04.003,27403145,PMC4921548,Cardiac toxicity of trastuzumab in elderly patients with breast cancer,""Breast cancer (BC) is diagnosed in ≥ 65 year old women in about half of cases. Experts currently recommend that systemic therapy is offered to elderly patients with BC, if, based on their overall conditions and life expectancy, it can be reasonably anticipated that the benefits will outweigh the risks of treatment. Like for young subjects, the monoclonal antibody against human epidermal growth factor receptor-2 (HER-2), trastuzumab, represents a valid therapeutic option when BC over-expresses this receptor. Unfortunately, administration of trastuzumab is associated with the occurrence of left ventricular dysfunction and chronic heart failure (CHF), possibly because of interference with the homeostatic functions of HER-2 in the heart. Registry-based, retrospective analyses have reported an incidence of CHF around 25% in elderly women receiving trastuzumab compared with 10%-15% in those not given any therapy for BC, and the risk of CHF has been estimated to be two-fold higher in > 60-65 year old trastuzumab users vs. non-users. Extremely advanced age and preexisting cardiac disease have been shown to predispose to trastuzumab cardiotoxicity. Therefore, selection of older patients for treatment with trastuzumab should be primarily based on their general status and the presence of comorbidities";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4306,pub.1101378350,10.1016/j.ijcard.2018.03.025,29576422,,Late characterisation of cardiac effects following anthracycline and trastuzumab treatment in breast cancer patients,""BACKGROUND: Anthracycline (A) and trastuzumab (T) chemotherapy have well-recognized cardiac toxicity, potentially leading to significant morbidity and mortality. Our previous work in 46 prospectively enrolled breast cancer patients showed early left ventricular (LV) and right ventricular (RV) function decline at 1 and 3 months, but only persistent RV dysfunction at 12 months which correlated with myocardial oedema observed early (1 and 3 months) after administration of chemotherapy regimes.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHOD: To investigate late cardiac effects, the same cohort were re-imaged with advanced Cardiovascular Magnetic Resonance (CMR) imaging including T1 mapping 5 ± 1 year post chemotherapy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Twenty-six out of 46 (50%) patients underwent follow-up imaging. A statistical but non-clinically significant decrease was observed in LV ejection fraction (EF) from baseline to 5 years (72.2 ± 6.6 to 65.4 ± 9.3, p < 0.005). Subjects with initial drop of LVEF by >10% at 3 months (n = 5) or at 12 months (n = 3) did not demonstrate any difference in LV or RVEF at 5 years. No correlation was observed between myocardial oedema and LV or RVEF at 5 years. At 5 years, T1 values were within normal limits overall (935 ± 48 ms). One patients had significantly elevated (>1000 ms) T1 values with no correlation to LV or RVEF. No subjects demonstrated replacement myocardial fibrosis at 5 years.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CONCLUSION: Using advanced CMR, contemporary chemotherapy regimes demonstrate minimal long-term cardiac toxicity. There is minimal diffuse and no replacement fibrosis as demonstrated by LGE, following chemotherapy. This study suggests limiting serial imaging in these patients at 12 months post chemotherapy."",,,International Journal of Cardiology,,,""Adult";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4061,pub.1085663452,10.1093/ehjci/jex159,29106497,,Effect of candesartan and metoprolol on myocardial tissue composition during anthracycline treatment: the PRADA trial.,""Aims: Anthracycline treatment may cause myocyte loss and expansion of the myocardial extracellular volume (ECV) fraction by oedema and fibrosis. We tested the hypotheses that adjuvant treatment for early breast cancer with the anthracycline epirubicin is dose dependently associated with increased ECV fraction and total ECV, as well as reduced total myocardial cellular volume, and that these changes could be prevented by concomitant angiotensin or beta-adrenergic blockade.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Methods and results: PRevention of cArdiac Dysfunction during Adjuvant breast cancer therapy (PRADA) was a 2 × 2 factorial, placebo-controlled, double-blinded trial of candesartan and metoprolol. Sixty-nine women had valid ECV measurements. ECV fraction, total ECV, and total cellular volume were measured by cardiovascular magnetic resonance before and at the completion of anthracycline therapy. ECV fraction increased from 27.5 ± 2.7% to 28.6 ± 2.9% (P = 0.002). A cumulative doxorubicin equivalent dose of 268 mg/m2 was associated with greater increase in ECV fraction than doses <268 mg/m2 (mean change 3.4% [95% confidence interval (CI) 1.2, 5.5] vs. 0.7% [95% CI 0.0, 1.5], P = 0.006), as well as greater increase in total ECV (1.9 mL [95% CI 0.4, 3.5] vs. 0.1 mL [95% CI -0.6, 0.8], P = 0.04). In patients receiving candesartan, total cellular volume decreased (-3.5 mL [95% CI - 4.7, -2.2], P < 0.001) while in patients not receiving candesartan, it remained unchanged (P = 0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Conclusions: Anthracycline therapy is associated with dose-dependent increase in ECV fraction and total ECV. Concomitant treatment with candesartan reduces left ventricular total cellular volume."",,,European Heart Journal - Cardiovascular Imaging,,,""Adult";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"3842,pub.1112513672,10.1249/mss.0000000000001970,30829962,,Persistent Impairment in Cardiopulmonary Fitness following Breast Cancer Chemotherapy,""PURPOSE: Anthracycline chemotherapy (AC) is associated with acute reductions in cardiopulmonary fitness (V˙O2peak). We sought to determine whether changes in V˙O2peak and cardiac function persisted at 12 months post-AC completion, and whether changes in cardiac function explain the heightened long-term heart failure risk.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METHODS: Women with breast cancer scheduled for AC (n = 28) who participated in a nonrandomized trial of exercise training (ET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RESULTS: Seventeen women (UC, n = 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CONCLUSION: Marked reductions in V˙O2peak persisted 12 months after anthracycline-based chemotherapy, which was associated with impaired exercise cardiac function.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
